"content","per+","per-","pesn+","psn-","pemb+","pemb-","fitur+","fitur-","tmp+","tmp-","umum+","umum-"
"Mending kembali ke aplikasi kai sebelumnya, aplikasi yang terbaru malah bikin emosi lemot maksimal","0","0","0","0","0","0","0","0","0","0","0","1"
"Masih user friendly aplikasi yang lama","0","0","0","0","0","0","0","0","0","1","0","0"
"Kenapa sekarang susah banget masuk pesen semua nya loading parah","0","1","0","0","0","0","0","0","0","0","0","0"
"Jadi lemot banget.","0","1","0","0","0","0","0","0","0","0","0","0"
"Banyak masalah sma bikin akun, minta di perbaiki sistem nya maaf","0","0","0","0","0","0","0","1","0","0","0","0"
"aplikasi susah dibuka setelah melakukan pembelian tiket,padahal malam hari ini keberangkatan","0","0","0","0","0","0","0","0","0","0","0","1"
"Kok semakin lemot ya lebih suka apk yang lama","0","1","0","0","0","0","0","0","0","0","0","0"
"Fitur memang makin lengkap,namun saat di operasikan sangat lemoot sekali dalam fitur pembelian tiket kereta dan pengecekan tiket kereta.masih bagusan yang sebelum updateðŸ¥²","0","1","0","1","0","0","1","0","0","0","0","0"
"Lemot","0","1","0","0","0","0","0","0","0","0","0","0"
"Setelah update kok malah makin lemot yah, mau buka aplikasinya aja loading terus","0","1","0","0","0","0","0","0","0","0","0","0"
"Kita butuh buat beli tiket aja jangan ditambahin yang aneh aneh, jadi lemot banget.","0","1","0","0","0","0","0","0","0","0","0","0"
"Kenapa setelah di update jadi lama mau buka apknya. Gak cuma itu, mau pencarian juga lama, mohon ditingkatkan lagi biar tidak ada kendalaðŸ™","0","0","0","0","0","0","0","1","0","0","0","0"
"knp mau masuk aja susah bngt sih klo yg versi lama bner2 canggih.....","0","0","0","0","0","0","0","1","0","0","0","0"
"BURUKKKKKKKK!!!!","0","0","0","0","0","0","0","0","0","0","0","1"
"Kok malah jadi ribet ya min kalo mau cek jadwal Commuter line. Lebih enak aplikasi sebelum nya","0","0","0","0","0","0","0","1","0","0","0","0"
"Gara gara update lemot bangattt","0","1","0","0","0","0","0","0","0","0","0","0"
"Kurang faham fitur baru jelek menurut saya sih","0","0","0","0","0","0","0","1","0","0","0","0"
"Aplikasi nya blm memuaskan masa loading terus sih masa mandang provider kartu. Tolong dong di tingkan lagi sama meraka kesusahan pake aplikasi ini","0","1","0","0","0","0","0","0","0","0","0","0"
"Malah engga ada jadwal setelah update. Aplikasi payah","0","0","0","1","0","0","0","0","0","0","0","0"
"Saya mau lihat jadwal kereta sekaligus pesan tiket sulit untk d buka.g tau..g jelas.padahal sblmnya juga mudah.pdhal urgent..","0","0","0","1","0","0","0","0","0","0","0","0"
"Aplikasi diperbarui kok malah makin susah buat masuk. Tiap masuk selalu bendal atau kalau bisa masuk, mutarnya lama. Tulung diperbaiki servernya juga.","0","0","0","0","0","0","0","1","0","0","0","0"
"Aplikasi lambat banyak BUG","0","1","0","0","0","0","0","0","0","0","0","0"
"Di update bukan nya makin bagus.. ini malah makin buruk,makin bapuk,makin down..","0","0","0","0","0","0","0","0","0","0","0","1"
"Luar biasa","0","0","0","0","0","0","0","0","0","0","1","0"
"Lemot, udah bayar tiket, tapi ga muncul","0","1","0","0","0","1","0","0","0","0","0","0"
"Sy baru sadar kalau apk nya di upgrade, tampilannya bagus, tapi kok ini malah lemot skli, dan ngebug terus. Setiap mau pesen tiket antar kota selalu tidak tersedia? ini gmna si min, bagusan yg lama. Sy juga lihat balasan adminnya disini malah suruh update atau log ini lagi, udah sy coba segala cara sama ajaaaaaa, padahal ini apk sdh versi pling terbaru","0","0","0","1","0","0","0","0","1","0","0","0"
"Kenapa KAI access diperbaharui otomatis? Dan malah jadi tidak bisa dibuka sama sekali","0","0","0","0","0","0","0","0","0","0","0","1"
"lama yaa","0","1","0","0","0","0","0","0","0","0","0","0"
"Versi terbaru super lelet, big noooo","0","1","0","0","0","0","0","0","0","0","0","0"
"Diupdate bukannya makin baik malah makin lemottt, udah gitu tiap buka disuruh login terus tuh konsepnya gimana sii?? Mana loginnya ga jelas LEMOTT PARAHHH HUU PERBAIKI DONG TOLONG","0","1","0","0","0","0","0","0","0","0","0","0"
"bagus dan keren, catatan untuk pengguna jika hanya untuk lihat jadwal atau lainnya sebaiknya akses lokasinya di non aktifkan dulu","0","0","0","0","0","0","0","0","0","0","1","0"
"BURUK!!!!!! BUKANNYA MEMPERMUDAH,MALAH MEMPERSULIT!!!!","0","0","0","0","0","0","0","0","0","0","0","1"
"Kecewa banget dengan kereta suka macet jadi menghambat perjalanan","0","0","0","0","0","0","0","0","0","0","0","1"
"nih servernya gmana ya? lemot bener","0","1","0","0","0","0","0","0","0","0","0","0"
"Lemooot,padahal yg lama cepet bgt begitu update lemoooot,ud dicoba berkali2 tetep aja, tolong segera perbaiki dong pt kai","0","1","0","0","0","0","0","0","0","0","0","0"
"Tampilan baru mengecewakan l..Mau bayar knp kadaluarsa terus sih..","0","0","0","0","0","1","0","0","0","1","0","0"
"makin upgrade malah makin lemotttttttttt!!!!","0","1","0","0","0","0","0","0","0","0","0","0"
"Bagusan desain sebelumnya, lebih elegan,simple,gak seperti di prank. Sekarang lambat, bikin bingung. Harusnya diperbaiki kualitasnya pembayaran ewallet ditambah opsinya, dll","0","0","0","0","0","1","0","0","0","1","0","0"
"Sebelumnya saya sudah beli tiket pake aplikasi lama, trus saya cek.. di aplikasi tiket saya ilang tuh.. pertanggungjawabannya gimana?","0","0","0","0","0","1","0","0","0","0","0","1"
"Saya kira hanya terjadi di saya, namun banyak juga yang mengeluhkan kalau kai access yg sekarang agak lebih ribet dari versi sebelumnya. Mohon maaf admin, jujur saya merasa kai access yg sekarang terlalu mirip dengan aplikasi travelling yg lain. Saya apresiasi penambahan fitur seperti ka lokal, krl, dan kcic. Namun penambahan fitur lain seperti hotel dan bus, menurut saya membuat kai access kehilangan identitasnya sebagai kai access","0","0","0","0","0","0","0","1","0","0","0","0"
"Pembatalan tiket kereta melalui KAI access dipotong 25% sudah itu proses refund 45 hari baru akan ditransfer balik dan giliran pembatalan reservasi hotel melalui KAI access diarahkan untukmenghubungi traveloka, pihak traveloka sudah dihubungi dan setuju serta mengkonfirmasi reservasi dibatalkan tanpa pinalti namun untuk pengembalian dana nya diarahkan menghubungi tempat awal melakukan pemesanan yaitu KAI access, di aplikasi KAI access tidak ada sama sekali opsi chat minta bantuan.","0","0","0","0","0","0","0","1","0","0","0","0"
"Dulu sebelum di update jaringannya lancar sekarang Setelah update kok lebit lemot ya. Kemarin saya mau pesan tiket sampai memakan waktu 20 menit di ind***** buat menunggu kode keluar. Sampai saya 4 kali percobaan baru bisa. Mohon kepada Developer KAI untuk memperbaiki jaringannya. Terimakasih","0","1","0","0","0","0","0","0","0","0","0","0"
"Wkwkwkwk afaan sekelas perusahaan bumn ga mamfu bikin aplikasi bener bukannya mempermudah tapi malah mempersulit. Cuihhhhh","0","0","0","0","0","0","0","0","0","0","0","1"
"Woi admin balikin ke aplikasi lama lah.. lemot banget aplikasi update baru.. Setelah update malah makin tdk user friendly, filter hanya ada 1 pilihan (dulu bisa by waktu, harga, dan kelas), pilih kursi juga hrs scroll atas bawah (dulu 1 layar tampak semua), hadeuh bukannya makin maju","0","1","0","0","0","0","0","0","0","1","0","0"
"Nyesel upgrade ke versi baru,berkali2 coba masuk tetep aja g bisa login","0","0","0","0","0","0","0","1","0","0","0","0"
"Setiap ada update bukannya lebih baik malah banyak masalah, padahal yang kemarin sudah bagus dan friendly user.. Dan yang ini lebih parah.. mau bayar ga bisa bisa.. ""waktu anda telah habis...""..padahal baru mencet metode pembayaran.. Tolong menu RESCHEDULE dan REFUND agar DIMUNCULKAN KEMBALI krn buat yg sering berubah keberangkatan sangat2 membantu.. sudah banyak ulasan dan kasih bintang 1, smg tim KAI bisa segera memperbaiki..","0","0","0","0","0","1","0","0","1","0","0","1"
"Kenapa ya aplikasi nya lemot bangt loading nya lama pula gak kaya aplikasi yang sebelum nya di rubah ketambah suka tiba2 keluar sendiri dan harus login bekali kali","0","0","0","0","0","0","0","1","0","0","0","0"
"Diperbarui bukanya malah lebih baik malah menyusahkan. Mau upgrade ke basic pake akun yang lama muncul tulisan email dan no hp sudah out. Bintang 1","0","0","0","0","0","0","0","0","0","0","0","1"
"Update terburuk buat apk...","0","0","0","0","0","0","0","0","0","0","0","1"
"Maaf ini aplikasi Sekarang tidak bisa pakai fitur connecting train dari Banyuwangi ke Cikarang, padahal sebelumnya bisa.. kenapa malah down grade ya?","0","0","0","0","0","0","0","1","0","0","0","0"
"setiap ngecek tiket selalu tidak ada jadwal.","0","0","0","0","0","0","0","1","0","0","0","0"
"Tampilan bagus, tp makin lama loadingnya. Mending versi yang lama. Simpel tp cepet","0","1","0","0","0","0","0","0","1","0","0","0"
"Promonya aja rame gililran aplikasi di buka ngeleggg, naruh uang di saldo KAI juga gak berguna. Mending go show di loket.","0","1","0","1","0","0","0","0","0","0","0","0"
"Versi baru lebih lemot ... loadingnya lama akses masuk aplikasinya, bgt jg berpindah menu dll ... mohon segera diupgrade","0","1","0","0","0","0","0","0","0","0","0","0"
"ini ga di testing dulu apa gimana sih pas mau deploy ke prod, masa setelah di update ke UI baru aplikasi malah ngelag gak bisa digunakan sama sekali, lemot parah","0","1","0","0","0","0","0","0","0","1","0","0"
"Aplikasi jadi semakin susah dimengerti... Untuk cek jadwal krl aja ga detail seperti sebelumnya...lemot...malah jadi jelek","0","1","0","0","0","0","0","1","0","0","0","0"
"Loadingnya lama. Tiba-tiba keluar sendiri dari aplikasi. Lebih enak versi lama.","0","1","0","0","0","0","0","1","0","0","0","1"
"saran untuk para pengurus di KAI ..ini zaman sudah modern segala hal digital sudah serba cepat . ini masa saya batal kan tiket, pengembalian dana nya nunggu 30-45 hari.???? sekalian aja setahun baru tf dana nya .","0","0","0","0","0","1","0","0","0","0","0","0"
"Abis di update malah makin lemot banget","0","1","0","0","0","0","0","0","0","0","0","0"
"Setelah update semakin lemot ya, ada solusi kah?","0","1","0","0","0","0","0","0","0","0","0","0"
"Ini setelah di upgrate mlh gak bisa login mulu.,masih sma sudah dicoba beberpa kali login,,kai acces tidak menanggapi","0","0","0","0","0","0","0","1","0","0","0","0"
"Upate baru ...sudah masuk sesi pembayaran atau bru msuk di sesi pilihan kursi...halaman sudah kadaluarsa","0","0","0","0","0","1","0","0","0","0","0","0"
"Updetan versi terbaru bukanya makin bagus malah jadi buruk! Lemot banget, bukan mempermudah malah mempersulit! Serasa downgrade ke versi lama","0","1","0","0","0","0","0","0","0","0","0","1"
"Idready, trs waktu dftar akun basic, ruwet, dr kmrn ga bisa2 sampek ganti nmr tetep g bisa, jadi g bsa pesen tiket deh","0","1","0","0","0","0","0","1","0","0","0","0"
"Daftar tiket saya tidak bisa diakses","0","0","0","0","0","0","0","1","0","0","0","0"
"Setelah update malah lemot, susah melakukan pemesanan, tolong diperbaiki","0","1","0","1","0","0","0","0","0","0","0","0"
"Setelah di update malah makin susah Untuk metode pembayaran hanya ovo, pembayaran lewat link aja, dana malah di hilangkan","0","0","0","0","0","1","0","0","0","0","0","0"
"Aplikasi Di update malah step by step lemooottttt bangetttttttt yaAllah gimana kalau yg buruÂ²ðŸ¥º waktu pembayaran juga abis sama lemotnyaaaaaaaaa!!!!","0","1","0","0","0","0","0","0","0","0","0","0"
"Setelah upgrade terbaru, sangat disayangkan program ny berubah dan menjadi kurang memuaskan. Mohon kpd pihak pemilik kayak ny lebih mudah aplikasi yg sblum nya.","0","0","0","0","0","0","0","0","0","0","0","1"
"Lebih mudah untuk pemesanan tiket","0","0","1","0","0","0","0","0","0","0","0","0"
"Ada update aplikasi otomatis malah nggak bisa di buka, bukannya tambah bagus malah tambah buruk","0","0","0","0","0","0","0","0","0","0","0","1"
"Promo elit server sulit, dari dulu kok tetep aja. Diketawain sama ojol noh server anda.","0","1","0","0","0","0","0","0","0","0","0","0"
"Mantp","0","0","0","0","0","0","0","0","0","0","1","0"
"Baru sadar ada pembaruan dari KAI Access ke Access by KAI. Kirain ngga sengaja uninstall taunya ganti nama. Fiturnya makin banyak, iconnya makin banyak. Udah enak tampilan sebelumnya sih. Udah bener buat layanan pesen tiket doang sih, sekarang jual pulsa, data, bayar listrik. App nya makin berat, buat pesen tiket makin susah, daftar stasiunnya nggak muncul.","0","0","0","1","0","0","1","0","0","1","0","1"
"Pas mau buka susah masuknya. Loding lama banget Masih relatif efisien yg lama.","0","1","0","0","0","0","0","0","0","0","0","0"
"Kenapa di upgrade malahbikin lama bukanyav","0","1","0","0","0","0","0","0","0","0","0","0"
"Menjadi Tidak Simple .","0","0","0","0","0","0","0","0","0","1","0","0"
"Aplikasinya membingungkan setelah di upgrade,mau cari kereta aja ga bisa n aplikasinya lemottttttâ˜¹ï¸","0","1","0","1","0","0","0","0","0","0","0","0"
"Setelah di update malah makin buruk, mau log in buffering terus sampe berapa puluh menit padahal kondisi jaringan bagusðŸ‘Ž sumpah aplikasi nya enakan yg dulu sebelum update","0","0","0","0","0","0","0","1","0","0","0","1"
"APK BERAT BANGET. BENERIN LAH MAU PERGI PERGI NAIK KERETA JADI SUSAH. UPDATE MALAH BIKIN APK RUSAK","0","0","0","0","0","0","0","0","0","0","0","1"
"Aplikasi nya kok jadi jelek banget sihh","0","0","0","0","0","0","0","0","0","0","0","1"
"Update aplikasi baru jadi kacau balau sumpah najis dah","0","0","0","0","0","0","0","0","0","0","0","1"
"perbaikin apknya buruk sekali masa mau pesan ka lokal tidak bisa terus","0","0","0","1","0","0","0","0","0","0","0","0"
"lama2 makin lemot, tiba2 time out padahal tinggal bayar doang!!!!","0","1","0","0","0","0","0","0","0","0","0","0"
"inii gimana yaa, disuruh daftar member basic tp malah gabisa katanya email dan nomor sudah terdaftar, padahal sebelumnya belum pernah daftar member basic","0","0","0","0","0","0","0","1","0","0","0","0"
"0 nambah parah aplikasinya ðŸ¥²","0","0","0","0","0","0","0","0","0","0","0","1"
"Semakin lemot. Sampah","0","1","0","0","0","0","0","0","0","0","0","0"
"Aplikasi di update tapi malah bikin masalah dak bisa login 'sign failed'. Coba lupa password masih tetap. Sudah telpon kai 121 dikasih password standar tetap saja. Benar2 menghambat, bukan malah perbaikan. Sebelum diganti harusnya uji coba dulu. Padahal harus segera booking tiket. Dan sudah banyak penilaian 1 bintang tetap saja aplikasi belum diperbaharui sampai sekarang.","0","0","0","0","0","0","0","1","0","0","0","0"
"Setelah di update menjadi down","0","0","0","0","0","0","0","0","0","0","0","1"
"Bagus","0","0","0","0","0","0","0","0","0","0","1","0"
"Gak tau apa yang melatarbelakangi pergantian dari KAI access ke access by KAI. Tapi sumpah kecewa banget. kualitas nya bukannya upgrade, ini malah downgrade. Pesen tiket jadi lebih lelet dari sebelumnya, bahkan untuk menambah kan daftar penumpang juga loading banget. Jadi tolong bukan tampilannya aja yang di ubah, tapi access kemudahannya harus terus ditingkatkan. Ini sih harus secepatnya diperbaiki, kata maaf aja gak akan pernah cukup","0","0","0","1","0","0","0","0","0","0","0","0"
"Mentenaince kah? Semenjak update jadi gabisa masuk apk lemottt ngebug , udh tau urgent mau cepet"" pesen tiket, lain kali bagusin dulu apk nyaaa baru suruh penumpang beuli online babi","0","1","0","0","0","0","0","0","0","0","0","0"
"Jujur lebih baik versi sebelumnya, lebih simpel dan mempermudah, tinggal pilih tanggal langsung bisa lihat ketersediaan tiket. Versi terbaru malah jadi ribet, harus klik satu per satu keretanya baru bisa lihat ketersediaan tiket.","0","0","0","0","0","0","0","0","0","0","0","1"
"Semenjak update terbaru malah makin parah dan lemot, update bukannya makin bagus malah makin buruk. Tolong dong diperbaiki masa saya mau pesen Tiket 3 jam ngk kelar kelar failed terus, masih bagusan KAI acces daripada ini. Mohon agar segera diperbaiki, jadinya menghambat orang untuk bepergian dengan kereta kalau seperti ini","0","1","0","1","0","0","0","0","0","0","0","0"
"Aneh d update bukanya tambah cepet tp tambah lemot, sy kira jaringan ternyata mmg lemot aplikasinya....ni gr2 d korup sm org bumn, cari proyek buat komisaris","0","1","0","0","0","0","0","0","0","0","0","0"
"Di update, bukannya semakin bagus, semakin lemmot... ðŸ˜©ðŸ˜©ðŸ˜©","0","1","0","0","0","0","0","0","0","0","0","0"
"Terlalu diulang ulang","0","0","0","0","0","0","0","0","0","0","0","1"
"Mudah dan gag ribet gag perlu antri dan nunggu loket bukak, cuma sayang H-7 sudah gag dapat kursi.","0","0","0","0","0","0","0","0","0","0","1","0"
"Aplikasi terupdate otomatis.. Tampilannya skrg tambah ribet dan bikin bingung.. Lebih simpel tampilan yg lama.. Seharusnya klo memang ada update lebih mempermudah..ini malah sebaliknya..","0","0","0","0","0","0","0","0","0","1","0","0"
"Tidak jadwal waktu sholat seperti versi terdahulu","0","0","0","0","0","0","0","1","0","0","0","0"
"Top markotop","0","0","0","0","0","0","0","0","0","0","1","0"
"Versi terbaru, tapi makin buruk. Login via email dan no hp tetap aja muter sampe berkecambah","0","0","0","0","0","0","0","1","0","0","1","0"
"Harga tiket yang habis masih ditampilkan, koneksi lancar namun gagal terus","0","1","0","0","0","0","1","0","0","0","0","0"
"Ribet bagus aplikasi yang dulu","0","0","0","0","0","0","0","0","0","0","0","1"
"Lemottttt,freeze, udah di update koq malah parahhh","0","1","0","0","0","0","0","0","0","0","0","0"
"Biasanya update itu untuk mempermudah,ini malah kebalikan nya,mempersulit,lemot ga ktulungan,harus log in dri awal,data smua hilang","0","1","0","0","0","0","0","0","0","0","0","0"
"Saya suka kereta","0","0","0","0","0","0","0","0","0","0","1","0"
"Dah update ga bisa di buka,, nge leg","0","1","0","0","0","0","0","0","0","0","0","0"
"Parah nih layanan aplikasi ini. Lama banget loading buat dapet kode otp, apalagi saat login masuk. Masa aplikasi setingkat pelayanan masyarakat gini amat. Kaga profesional operator nih aplikasi. Pake di blokir segala lagi buat dapetin otp karna muncul2.... ðŸ‘ŽðŸ‘Ž","0","1","0","0","0","0","0","0","0","0","0","0"
"Upgrade malah lemot, interface enak yg lama. Mo beli tiket malah jadi susah, mohon di perbaiki. Pengguna setia KAI tiap weekend","0","1","0","1","0","0","0","0","0","1","0","0"
"Dah lah bikin pusing, udah bener2 apk lama ngapain jadi update kek t*i","0","0","0","0","0","0","0","0","0","0","0","1"
"Jadi sulit dalam login dan ga prnah muncul tampilan pemesanan tiket","0","0","0","1","0","0","0","1","0","0","0","0"
"Lemott ga bisa masuk udah masuk malaj ke luar harus login tapi pas login lemot parah ga bisa masuk susah","0","1","0","0","0","0","0","1","0","0","0","0"
"Lemot sekali kapan normal lagi","0","1","0","0","0","0","0","0","0","0","0","0"
"Ini kenapa sih aplikasi BUMN sering gangguan terus!!,masa disuruh log in lagi padahal sudah punya akun. Aneh kalah sama aplikasi swasta yang lebih bagus dan jarang gangguan....ðŸ‘ŽðŸ‘ŽðŸ‘Ž","0","1","0","0","0","0","0","0","0","0","0","0"
"diupgrade malah sering blank hitam.","0","0","0","0","0","0","0","0","0","0","0","1"
"Diupgrade malah aneh, di cek masih sisa kursi tersedia 3 di beli ga bisa","0","0","0","1","0","0","0","0","0","0","0","0"
"Kenapa sekarang ada menit nya sih mau pesen tiket jadi gak tenang","0","1","0","0","0","0","0","0","0","0","0","0"
"Ko malah lemot versi baru,parah ah","0","1","0","0","0","0","0","0","0","0","0","0"
"Tampilan yg semakin memudahkan","0","0","0","0","0","0","0","0","1","0","0","0"
"Lemot banget bikin emosi","0","1","0","0","0","0","0","0","0","0","0","0"
"MASALAH MULU","0","0","0","0","0","0","0","0","0","0","0","1"
"Aplikasi yg semakin mempersulit penggunanya,mana lemot bgt","0","1","0","0","0","0","0","0","0","0","0","1"
"Lemot banget tiap mau pesan tiket per step nya lama. Padahal jaringan sama handphone OK","0","1","0","1","0","0","0","0","0","0","0","0"
"Ga jelas Anjir. Log in gagal terus.. di update malah makin ribet","0","0","0","0","0","0","0","1","0","0","0","1"
"Banyak fitur dan pilihannya tapi gabusa sama saja kalo tidak bisa terakses, lebih running sama versi yang lama nya, Merugikan konsumen apabila ada sesuatu mendesak dan butuh reshcedulle tiket tetapi gabisa, sudah coba telpon dan tanya ke 021121 service center juga ga ada solusi, sudah saya coba manual unistall kemudian download install lagi.. sama saja gabisa.. harus jadi perhatian dong ini","0","0","0","0","0","0","0","0","0","0","0","1"
"Apa gunanya update jadi tambah susah mengacess mau liat jadwal harus login ulang very badðŸ‘Ž","0","0","0","0","0","0","0","1","0","0","0","0"
"Sudah bisa dipakai lagi...","0","0","0","0","0","0","0","0","0","0","1","0"
"Tampilan UI jelek, padahal lebih simpel dan elegan yg dulu ðŸ˜ŒðŸ˜Œ","0","0","0","0","0","0","0","0","0","1","0","0"
"enakan aplikasi yg lama","0","0","0","0","0","0","0","0","0","0","0","1"
"Gabisa dibuka inii yg update","0","0","0","0","0","0","0","0","0","0","0","1"
"lag banget, padahal internet bagus, tapi apk susah masuk, apalagi semenjak update","0","0","0","0","0","0","0","1","0","0","0","0"
"Secara UI sudah oke namun secara ux yang kurang, terutama saat mencari danmembeli tiket, harusnya tiket yang sudah sebagian sold rangenya di tulis mulai dari yang available bukan dari range harga awal. Trus ditawarkan memilih makanan saat memesan tiket adalah hal yang konyol, pilihan membeli tiket dari h-45 hari namun sudah di tanyain ingin membeli makanan apa itu hal aneh. Kecewa sih sama ux yang sekarang, better yg kemarin","0","0","0","0","0","0","0","0","1","0","0","1"
"Ada bangku tapi pas dipilih seat no available.... payah.....makin diupdate makin payah. Tampilan gak user friendly, makin berat, dan problem lama belum solve juga","0","0","0","0","0","0","0","0","0","1","0","1"
"Kembalikan KAI access yg dulu. Yg ini jelek banget. Liat tiket kek misteri. Harga gk langsung muncul harus klik lagi. Gk user friendly ini. Update tu makin baik ini kemunduran.","0","0","0","0","0","0","0","0","0","1","0","1"
"Ini aplikasi nya banyak pengguna jadi suka lemot, dan tapi KAI belum mengatasi masalah itu","0","1","0","0","0","0","0","0","0","0","0","0"
"Setelah di-update jadi lemot buka aplikasinya. Payah, buka app loadingnya lama. ðŸ‘‡ðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘Ž","0","1","0","0","0","0","0","0","0","0","0","0"
"Diperbarui mala jadi lemot banget,tiap mbuka apk harus login lagi login lagi,mohon ditingkatkan lagi pelayananya","0","1","0","0","0","0","0","0","0","0","0","0"
"Aneh banget ini aplikasi, di update malah makin buruk. Gabisa dipake sama sekali. Gabisa masuk sama sekali terus aja muter. Bukannya makin bagus! Lemoooott! Tiap masuk langsung nge logout. Minta verifikasi trs. Udah masukin nomor verifikasi tetep aja muter malah minta verifikasi lagi. Terus aja gitu. Bukannya mempermudah malah bikin emosi.","0","1","0","0","0","0","0","0","0","0","0","1"
"Setelah diperbaharui semakin lemot..susah buat buka apkny padahal sinyal bagus..mau ngecek tiket jadi susah..semoga bisa diperbaiki lagi sehingga dpt memudahkan penumpang dalam menggunakan apk kai","0","1","0","0","0","0","0","1","0","0","0","0"
"Makin ga jelas aplikasinya, bikin promo ga jelas juga gan","0","0","0","0","0","0","0","0","0","0","0","1"
"Setelah diupdate jd ngebug. Lama","0","1","0","0","0","0","0","0","0","0","0","0"
"Aplikasi terbaru bukanya malah memudahkan,malah menyusahkan... Lebih bagus sebelum diupdate mudah dimengerti.","0","0","0","0","0","0","0","0","0","0","0","1"
"TAMBAH LEMOT","0","1","0","0","0","0","0","0","0","0","0","0"
"Udah minta update, Malah lemot sama login susah","0","1","0","0","0","0","0","1","0","0","0","0"
"Parah setelah di update malah tidak bisa di buka aplikasinya, bukannya mempermudah malah jadi mempersulit","0","0","0","0","0","0","0","0","0","0","0","1"
"lemot paraaaaaaah aplikasinya!","0","1","0","0","0","0","0","0","0","0","0","0"
"Makin ribet, malah downgrade.. mau cari kereta harus klik dulu keretanya untuk tau ketersediaan kursi. Msh enak aplikasi yg dulu. Lgsg terlihat ketersediaan kursinya","0","0","0","1","0","0","0","0","0","0","0","1"
"Lemoottt banget stuck gk bisa ngapa2in padahal jaringan full. Setiap ada flash sale selalu eror :(","0","1","0","0","0","0","0","1","0","0","0","0"
"Kenapa si ini setelah Update kok malah makin lemot, saat masuk ke apk nya jga lemot, yg mau bli tiket atau mau bepergian naik Kereta jdi terhambat apalagi yg mau pergi kerja. Tolong di perbaiki lgi ðŸ™","0","1","0","1","0","0","0","0","0","0","0","0"
"payah mau pesen tiket aja lama bgt, eror mulu","0","1","0","1","0","0","0","0","0","0","0","0"
"Saat ini apk nya malah jadi kurang membantu Detail kendala. Loadingnya lama sekali, saat mau cek jadwal commuter line susah sekali mencari nama stasiun . Memakan banyak waktu loading namun hasil pencarian malah tidak keluar.","0","1","0","1","0","0","0","1","0","0","0","0"
"LEMOTT GAMASUK MASUK SAAT LAGI BUTUH BUTUHNYA","0","1","0","0","0","0","0","0","0","0","0","0"
"Penggunaan jadi lebih mudah dan ringan","0","0","0","0","0","0","0","0","0","0","1","0"
"Setelah di update, mau buka apk nya jadi lama bgt","0","1","0","0","0","0","0","0","0","0","0","0"
"Bagaimana mau pesen tiket, aplikasinya sangat lelet ðŸ¤¦","0","0","0","1","0","0","0","0","0","0","0","0"
"Tidak memberikan kemudahan customer update an yg baru ini. Maaf bintang 1. Lebih suka aplikasi sebelumnya karena lbh banyak dan mudah dimengerti oleh customer/pengguna","0","0","0","0","0","0","0","0","0","0","0","1"
"Hampir telat kereta karena otomatis update, update terakhir justru makin buruk, sangat lemot","0","1","0","0","0","0","0","0","0","0","0","0"
"Abis di update lemoooottttttttt","0","1","0","0","0","0","0","0","0","0","0","0"
"masih lemot padahal jaringan/wifi bagus","0","1","0","0","0","0","0","0","0","0","0","0"
"Aplikasi nya Lemot banget , malah makin lama","0","1","0","0","0","0","0","0","0","0","0","0"
"Kakak ini gimana ko update otomatisðŸ˜­, pas masuk lagi tiket saya hilanggg mana perjalanan buat hari sabtu kakkðŸ˜­ rugi uang dongg saya masih mahasiswa belom punya uang kakkkðŸ˜­","0","1","0","0","0","1","0","0","0","0","0","0"
"Tidak sesuai yang di harapkan. Aplikasi tambah lemot","0","1","0","0","0","0","0","0","0","0","0","0"
"ini kai acces yg baru lemot bgt ke logout teruss pas mau masuk lagi malah gagal pdahal sinyal lancar","0","1","0","0","0","0","0","0","0","0","0","0"
"Aplikasi gak jelas","0","0","0","0","0","0","0","0","0","0","0","1"
"Gimna sihhh iniðŸ˜­ makin susah masuk aj, harus log in teruss mana setiap hari pulang pergi kerja harus naek keretaðŸ˜ŒðŸ˜Œ tolong di benahi dong katanya lebih mudah, tapi nyatanyaðŸ¤","0","0","0","0","0","0","0","1","0","0","0","1"
"Setelah update jadi susah login, butuh waktu yang amat sangat lama itupun gak berhasil juga untuk login. Udh terlanjur kesel saya uninstall lagi aja","0","0","0","0","0","0","0","1","0","0","0","0"
"Setelah update jadi kacau ini aplikasi, susah akses, not responding, slow banget buat buka apk.. Mohon perbaikannyaðŸ™ kalau bisa mending pake versi lama lebih enak","0","1","0","0","0","0","0","0","0","0","0","0"
"Aplikasi lemot, bukannya mempermudah malah mempersulit, bapak saya sampe debat sama security stasiun gara2 gabisa pesen tiket, tolong di perbaiki lagi, kalo bisa evaluasi besar2an biar penumpang ga banyak yg di rugikan","0","1","0","1","0","0","0","0","0","0","0","0"
"Hallo min, kenapa ya pas udah di update, si aplikasinya jadi susah dibuka dan sering mentok logo kai nya terus. Tolong cepet diperbaiki dong aplikasinya.","0","0","0","0","0","0","0","0","0","0","0","1"
"Kenapa aplikasinya jadi ribet begini ,,,,,susah masuknya lagi tolong diperbaiki lagi","0","0","0","0","0","0","0","0","0","0","0","1"
